codepoint,strokes,radical_codepoint,radical_strokes
161448,14,34915,6
161449,14,34915,6
35060,14,34915,6
35061,14,34915,6
35062,14,34915,6
161450,14,34915,6
35063,14,34915,6
161451,14,34915,6
161452,14,34915,6
161453,14,34915,6
17978,14,34915,6
35064,14,34915,6
35065,14,34915,6
35066,14,34915,6
35067,14,34915,6
17979,14,34915,6
161454,14,34915,6
17980,14,34915,6
161455,14,34915,6
35068,14,34915,6
35069,14,34915,6
35070,14,34915,6
17981,14,34915,6
35071,14,34915,6
17982,14,34915,6
35072,14,34915,6
17983,14,34915,6
161456,14,34915,6
17984,14,34915,6
161457,14,34915,6
161458,14,34915,6
161459,14,34915,6
17985,14,34915,6
17986,14,34915,6
161460,14,34915,6
35073,14,34915,6
161461,14,34915,6
161462,14,34915,6
161463,14,34915,6
161464,14,34915,6
161465,14,34915,6
161466,14,34915,6
161468,14,34915,6
161476,14,34915,6
161474,14,34915,6
161473,14,34915,6
35046,15,34915,6
161467,15,34915,6
17987,15,34915,6
161487,15,34915,6
35077,15,34915,6
17988,15,34915,6
161488,15,34915,6
35078,15,34915,6
35079,15,34915,6
35080,15,34915,6
35081,15,34915,6
35082,15,34915,6
17989,15,34915,6
161489,15,34915,6
161490,15,34915,6
161491,15,34915,6
35083,15,34915,6
161492,15,34915,6
161493,15,34915,6
161494,15,34915,6
35084,15,34915,6
35085,15,34915,6
161495,15,34915,6
35086,15,34915,6
35087,15,34915,6
161496,15,34915,6
161497,15,34915,6
161498,15,34915,6
35088,15,34915,6
35089,15,34915,6
35090,15,34915,6
35091,15,34915,6
35092,15,34915,6
161499,15,34915,6
161500,15,34915,6
35093,15,34915,6
35094,15,34915,6
161501,15,34915,6
35095,15,34915,6
161502,15,34915,6
17990,15,34915,6
17991,15,34915,6
161503,15,34915,6
161504,15,34915,6
17992,15,34915,6
35096,15,34915,6
17993,15,34915,6
35097,15,34915,6
161505,15,34915,6
35098,15,34915,6
161506,15,34915,6
161507,15,34915,6
161508,15,34915,6
161509,15,34915,6
161510,15,34915,6
161511,15,34915,6
161512,15,34915,6
161513,15,34915,6
161514,15,34915,6
161515,15,34915,6
161522,15,34915,6
161523,15,34915,6
161516,15,34915,6
161528,16,34915,6
17998,16,34915,6
35102,16,34915,6
35103,16,34915,6
161529,16,34915,6
161530,16,34915,6
17999,16,34915,6
35104,16,34915,6
18000,16,34915,6
161531,16,34915,6
161532,16,34915,6
161533,16,34915,6
161534,16,34915,6
35105,16,34915,6
35106,16,34915,6
35107,16,34915,6
18001,16,34915,6
161535,16,34915,6
161536,16,34915,6
35108,16,34915,6
161537,16,34915,6
161538,16,34915,6
35109,16,34915,6
161539,16,34915,6
35110,16,34915,6
35111,16,34915,6
35112,16,34915,6
161540,16,34915,6
35113,16,34915,6
35114,16,34915,6
35115,16,34915,6
35116,16,34915,6
161541,16,34915,6
18002,16,34915,6
161542,16,34915,6
35117,16,34915,6
35118,16,34915,6
161543,16,34915,6
35119,16,34915,6
35120,16,34915,6
35121,16,34915,6
161544,16,34915,6
161545,16,34915,6
161546,16,34915,6
161547,16,34915,6
161548,16,34915,6
161555,16,34915,6
161556,16,34915,6
161562,16,34915,6
161549,16,34915,6
161576,16,34915,6
35125,17,34915,6
35126,17,34915,6
18004,17,34915,6
35127,17,34915,6
18005,17,34915,6
161565,17,34915,6
35128,17,34915,6
161566,17,34915,6
161567,17,34915,6
18006,17,34915,6
35129,17,34915,6
35130,17,34915,6
35131,17,34915,6
35132,17,34915,6
35133,17,34915,6
18007,17,34915,6
35134,17,34915,6
161568,17,34915,6
161569,17,34915,6
35135,17,34915,6
35136,17,34915,6
35137,17,34915,6
161570,17,34915,6
161571,17,34915,6
161572,17,34915,6
35138,17,34915,6
18008,17,34915,6
161573,17,34915,6
35139,17,34915,6
161574,17,34915,6
18009,17,34915,6
161575,17,34915,6
35140,17,34915,6
161577,17,34915,6
161578,17,34915,6
161579,17,34915,6
161580,17,34915,6
161582,17,34915,6
18010,17,34915,6
161583,17,34915,6
161584,17,34915,6
161585,17,34915,6
161586,17,34915,6
18011,17,34915,6
161596,17,34915,6
161587,17,34915,6
161597,17,34915,6
161581,18,34915,6
35142,18,34915,6
35144,18,34915,6
161602,18,34915,6
161603,18,34915,6
161604,18,34915,6
18014,18,34915,6
35145,18,34915,6
161605,18,34915,6
35146,18,34915,6
161606,18,34915,6
35147,18,34915,6
161607,18,34915,6
161608,18,34915,6
161609,18,34915,6
161610,18,34915,6
18015,18,34915,6
35148,18,34915,6
161611,18,34915,6
35149,18,34915,6
35150,18,34915,6
161612,18,34915,6
35151,18,34915,6
18016,18,34915,6
161613,18,34915,6
161614,18,34915,6
35152,18,34915,6
161615,18,34915,6
18017,18,34915,6
35153,18,34915,6
161616,18,34915,6
18018,18,34915,6
161617,18,34915,6
161618,18,34915,6
35154,18,34915,6
35155,18,34915,6
161619,18,34915,6
161620,18,34915,6
161621,18,34915,6
161622,18,34915,6
18019,18,34915,6
161623,18,34915,6
161624,18,34915,6
161625,18,34915,6
161626,18,34915,6
161627,18,34915,6
161644,18,34915,6
161645,18,34915,6
161628,18,34915,6
161642,18,34915,6
161646,18,34915,6
161647,18,34915,6
161643,18,34915,6
161635,18,34915,6
161649,19,34915,6
35158,19,34915,6
35159,19,34915,6
161650,19,34915,6
35160,19,34915,6
161651,19,34915,6
35161,19,34915,6
161652,19,34915,6
35162,19,34915,6
18020,19,34915,6
161653,19,34915,6
161654,19,34915,6
35163,19,34915,6
35164,19,34915,6
35165,19,34915,6
18021,19,34915,6
161655,19,34915,6
35166,19,34915,6
161656,19,34915,6
35167,19,34915,6
161657,19,34915,6
35168,19,34915,6
35169,19,34915,6
161658,19,34915,6
35170,19,34915,6
161659,19,34915,6
161660,19,34915,6
161661,19,34915,6
161662,19,34915,6
161663,19,34915,6
161664,19,34915,6
161665,19,34915,6
161666,19,34915,6
161677,20,34915,6
161678,20,34915,6
161679,20,34915,6
161680,20,34915,6
161681,20,34915,6
161682,20,34915,6
18022,20,34915,6
35171,20,34915,6
35172,20,34915,6
18023,20,34915,6
161683,20,34915,6
161684,20,34915,6
35173,20,34915,6
35174,20,34915,6
35175,20,34915,6
161685,20,34915,6
161686,20,34915,6
161688,20,34915,6
161689,20,34915,6
161690,20,34915,6
161691,20,34915,6
161692,20,34915,6
161693,20,34915,6
18024,20,34915,6
161694,20,34915,6
161698,20,34915,6
161699,20,34915,6
161695,20,34915,6
161702,20,34915,6
161687,21,34915,6
35177,21,34915,6
161703,21,34915,6
35178,21,34915,6
161704,21,34915,6
18026,21,34915,6
161705,21,34915,6
35179,21,34915,6
35180,21,34915,6
35181,21,34915,6
161706,21,34915,6
161707,21,34915,6
35182,21,34915,6
161708,21,34915,6
161709,21,34915,6
161710,21,34915,6
161711,21,34915,6
161712,21,34915,6
161713,21,34915,6
161714,22,34915,6
161718,22,34915,6
35183,22,34915,6
161719,22,34915,6
161720,22,34915,6
35184,22,34915,6
35185,22,34915,6
35186,22,34915,6
161721,22,34915,6
161722,22,34915,6
161724,22,34915,6
161730,22,34915,6
161723,22,34915,6
35187,23,34915,6
161731,23,34915,6
18028,23,34915,6
18029,23,34915,6
35188,23,34915,6
161732,23,34915,6
161733,23,34915,6
35189,24,34915,6
161736,24,34915,6
18030,24,34915,6
18031,24,34915,6
35190,24,34915,6
161737,24,34915,6
161738,24,34915,6
35192,25,34915,6
35193,25,34915,6
35194,25,34915,6
35195,25,34915,6
18032,25,34915,6
161740,25,34915,6
35196,25,34915,6
161741,25,34915,6
161742,25,34915,6
161743,25,34915,6
161744,26,34915,6
161745,26,34915,6
161748,27,34915,6
18033,27,34915,6
161749,27,34915,6
161750,27,34915,6
161752,28,34915,6
161753,30,34915,6
161754,30,34915,6
161755,32,34915,6
161756,34,34915,6
161758,38,34915,6
161759,38,34915,6
35198,6,35198,6
35199,6,35198,6
161760,7,35198,6
161762,7,35198,6
161763,8,35198,6
18034,9,35198,6
35201,9,35198,6
161764,9,35198,6
161767,10,35198,6
161768,10,35198,6
161769,10,35198,6
161770,11,35198,6
18036,11,35198,6
35202,11,35198,6
161772,11,35198,6
18037,12,35198,6
35203,12,35198,6
161775,13,35198,6
161777,14,35198,6
161778,14,35198,6
161780,14,35198,6
161782,14,35198,6
161785,15,35198,6
161788,16,35198,6
161789,16,35198,6
161791,17,35198,6
35206,18,35198,6
35207,19,35198,6
35208,19,35198,6
161794,19,35198,6
161796,21,35198,6
35209,23,35198,6
35210,25,35198,6
35211,7,35211,7
161798,8,35211,7
161799,8,35211,7
161800,9,35211,7
35225,9,35211,7
35213,10,35211,7
35214,10,35211,7
161801,10,35211,7
161802,10,35211,7
18039,10,35211,7
18040,10,35211,7
161803,10,35211,7
161805,10,35211,7
35215,11,35211,7
35216,11,35211,7
35217,11,35211,7
35218,11,35211,7
35219,11,35211,7
35220,11,35211,7
161806,11,35211,7
18041,11,35211,7
18042,11,35211,7
161807,11,35211,7
161808,11,35211,7
161809,11,35211,7
161810,11,35211,7
161811,11,35211,7
161816,11,35211,7
161818,11,35211,7
161817,11,35211,7
161819,11,35211,7
35222,11,35211,7
35221,12,35211,7
161820,12,35211,7
18044,12,35211,7
161821,12,35211,7
161822,12,35211,7
161823,12,35211,7
161824,12,35211,7
18045,12,35211,7
18046,12,35211,7
161825,12,35211,7
161826,12,35211,7
35223,12,35211,7
35224,12,35211,7
161827,12,35211,7
161830,12,35211,7
18047,12,35211,7
18048,13,35211,7
18049,13,35211,7
35227,13,35211,7
161832,13,35211,7
161833,13,35211,7
161834,13,35211,7
35228,13,35211,7
161835,13,35211,7
161836,13,35211,7
161837,13,35211,7
161838,13,35211,7
161844,13,35211,7
161845,13,35211,7
161848,13,35211,7
161839,13,35211,7
161846,13,35211,7
35229,14,35211,7
161851,14,35211,7
35230,14,35211,7
161852,14,35211,7
18050,14,35211,7
35231,14,35211,7
161853,14,35211,7
35232,14,35211,7
161854,14,35211,7
161855,14,35211,7
18051,14,35211,7
161856,14,35211,7
161862,14,35211,7
161865,14,35211,7
161863,14,35211,7
161861,14,35211,7
35233,14,35211,7
161864,14,35211,7
161867,15,35211,7
161868,15,35211,7
18052,15,35211,7
35234,15,35211,7
161869,15,35211,7
161870,15,35211,7
35235,15,35211,7
18053,15,35211,7
35236,15,35211,7
35237,15,35211,7
161871,15,35211,7
161872,15,35211,7
161873,15,35211,7
161874,15,35211,7
161884,15,35211,7
161875,15,35211,7
161885,15,35211,7
161883,15,35211,7
161880,15,35211,7
161882,15,35211,7
161886,15,35211,7
161887,15,35211,7
35238,16,35211,7
35239,16,35211,7
161889,16,35211,7
161890,16,35211,7
161891,16,35211,7
161892,16,35211,7
18054,16,35211,7
35240,16,35211,7
161893,16,35211,7
161894,16,35211,7
35241,16,35211,7
18055,16,35211,7
18056,16,35211,7
161895,16,35211,7
161896,16,35211,7
161897,16,35211,7
35242,16,35211,7
161898,16,35211,7
161899,16,35211,7
18057,16,35211,7
161900,16,35211,7
161901,16,35211,7
161902,16,35211,7
161910,16,35211,7
161903,16,35211,7
161909,16,35211,7
35243,17,35211,7
18058,17,35211,7
161911,17,35211,7
18059,17,35211,7
161912,17,35211,7
35244,17,35211,7
35245,17,35211,7
161913,17,35211,7
35246,17,35211,7
35247,17,35211,7
161914,17,35211,7
161917,17,35211,7
161916,17,35211,7
161915,17,35211,7
161922,18,35211,7
35248,18,35211,7
161923,18,35211,7
35249,18,35211,7
161924,18,35211,7
18061,18,35211,7
18062,18,35211,7
35250,18,35211,7
161925,18,35211,7
161926,18,35211,7
161931,18,35211,7
18063,19,35211,7
18064,19,35211,7
35252,19,35211,7
35253,19,35211,7
18065,19,35211,7
18066,19,35211,7
35254,19,35211,7
161932,19,35211,7
161933,19,35211,7
18067,19,35211,7
161936,19,35211,7
161934,19,35211,7
161935,19,35211,7
35257,20,35211,7
161938,20,35211,7
35258,20,35211,7
161939,20,35211,7
35259,20,35211,7
161940,20,35211,7
161942,20,35211,7
161947,21,35211,7
35260,21,35211,7
35261,21,35211,7
18068,21,35211,7
152388,22,35211,7
161948,22,35211,7
161949,22,35211,7
35262,22,35211,7
35263,22,35211,7
161950,22,35211,7
161954,24,35211,7
161955,24,35211,7
161957,24,35211,7
161958,25,35211,7
161959,25,35211,7
35264,25,35211,7
161962,25,35211,7
161960,25,35211,7
161963,25,35211,7
161964,26,35211,7
18069,26,35211,7
161965,27,35211,7
161966,28,35211,7
18070,31,35211,7
161968,37,35211,7
161969,44,35211,7
35282,7,35282,7
161971,8,35282,7
161972,9,35282,7
35283,9,35282,7
161973,9,35282,7
35284,9,35282,7
161974,9,35282,7
161975,10,35282,7
161976,10,35282,7
161977,10,35282,7
161978,10,35282,7
35285,11,35282,7
161979,11,35282,7
35286,11,35282,7
35287,11,35282,7
161980,11,35282,7
18071,11,35282,7
161981,11,35282,7
161982,11,35282,7
161983,11,35282,7
161984,11,35282,7
161985,11,35282,7
161986,11,35282,7
35288,11,35282,7
161987,11,35282,7
35289,11,35282,7
161996,11,35282,7
161993,11,35282,7
161997,11,35282,7
161994,11,35282,7
161992,11,35282,7
161988,11,35282,7
162000,11,35282,7
161998,11,35282,7
161995,11,35282,7
161999,11,35282,7
162001,12,35282,7
162002,12,35282,7
162003,12,35282,7
162004,12,35282,7
162005,12,35282,7
35290,12,35282,7
162006,12,35282,7
162007,12,35282,7
162008,12,35282,7
162009,12,35282,7
35291,12,35282,7
162010,12,35282,7
162011,12,35282,7
35293,12,35282,7
162012,12,35282,7
162015,12,35282,7
35292,13,35282,7
162017,13,35282,7
162018,13,35282,7
35295,13,35282,7
18072,13,35282,7
35296,13,35282,7
35297,13,35282,7
18073,13,35282,7
18074,13,35282,7
35298,13,35282,7
35299,13,35282,7
35300,13,35282,7
35301,13,35282,7
162019,13,35282,7
162020,13,35282,7
162021,13,35282,7
35302,13,35282,7
162022,13,35282,7
162024,14,35282,7
35304,14,35282,7
162025,14,35282,7
162026,14,35282,7
35305,14,35282,7
162027,14,35282,7
35306,14,35282,7
18075,14,35282,7
162028,14,35282,7
35307,14,35282,7
162029,14,35282,7
162030,14,35282,7
162031,14,35282,7
162033,14,35282,7
162032,14,35282,7
35308,15,35282,7
18076,15,35282,7
162036,15,35282,7
162037,15,35282,7
162038,15,35282,7
162039,15,35282,7
162040,15,35282,7
162041,15,35282,7
18077,15,35282,7
18078,15,35282,7
18079,15,35282,7
162042,15,35282,7
162043,15,35282,7
162044,15,35282,7
35309,15,35282,7
35310,15,35282,7
18080,15,35282,7
162045,15,35282,7
162053,15,35282,7
162054,15,35282,7
162052,15,35282,7
162057,15,35282,7
162056,15,35282,7
162051,15,35282,7
162055,15,35282,7
162046,15,35282,7
18081,16,35282,7
162059,16,35282,7
18082,16,35282,7
162060,16,35282,7
162061,16,35282,7
162062,16,35282,7
162063,16,35282,7
35312,16,35282,7
162064,16,35282,7
162065,16,35282,7
162066,16,35282,7
162067,16,35282,7
162068,16,35282,7
162069,16,35282,7
162070,16,35282,7
35313,16,35282,7
18083,16,35282,7
162073,16,35282,7
162071,16,35282,7
162074,16,35282,7
162082,16,35282,7
18085,17,35282,7
162075,17,35282,7
162076,17,35282,7
35314,17,35282,7
162077,17,35282,7
18086,17,35282,7
162078,17,35282,7
35315,17,35282,7
162079,17,35282,7
162080,17,35282,7
162081,17,35282,7
162088,17,35282,7
162092,17,35282,7
162091,17,35282,7
162086,17,35282,7
162094,17,35282,7
162083,17,35282,7
162089,17,35282,7
162087,17,35282,7
162095,18,35282,7
35316,18,35282,7
18087,18,35282,7
162096,18,35282,7
162097,18,35282,7
162098,18,35282,7
162103,18,35282,7
162099,18,35282,7
162101,18,35282,7
162106,19,35282,7
35317,19,35282,7
162107,19,35282,7
18088,19,35282,7
162108,19,35282,7
35318,19,35282,7
162109,19,35282,7
18089,19,35282,7
162110,19,35282,7
162112,19,35282,7
18092,19,35282,7
162114,19,35282,7
162111,19,35282,7
162113,19,35282,7
35319,20,35282,7
18090,20,35282,7
35320,20,35282,7
162116,20,35282,7
18091,20,35282,7
35321,20,35282,7
35322,21,35282,7
162120,21,35282,7
162121,21,35282,7
162123,21,35282,7
162122,21,35282,7
162124,22,35282,7
162125,22,35282,7
35323,22,35282,7
162126,22,35282,7
162129,23,35282,7
35325,23,35282,7
35326,23,35282,7
162131,24,35282,7
35327,25,35282,7
18093,25,35282,7
162133,25,35282,7
162134,26,35282,7
162135,28,35282,7
162136,28,35282,7
143424,32,35282,7
162139,6,35328,7
162140,6,35328,7
35328,7,35328,7
162141,8,35328,7
162142,8,35328,7
162143,8,35328,7
35330,9,35328,7
18094,9,35328,7
18095,9,35328,7
35331,9,35328,7
35332,9,35328,7
35333,9,35328,7
35334,9,35328,7
18096,9,35328,7
35335,9,35328,7
162144,9,35328,7
35336,9,35328,7
35337,10,35328,7
162145,10,35328,7
35338,10,35328,7
162146,10,35328,7
35339,10,35328,7
18097,10,35328,7
35340,10,35328,7
35341,10,35328,7
162147,10,35328,7
35342,10,35328,7
35343,10,35328,7
35344,10,35328,7
35345,10,35328,7
162148,10,35328,7
35346,10,35328,7
18098,10,35328,7
35347,10,35328,7
162149,10,35328,7
35348,10,35328,7
35349,10,35328,7
35350,10,35328,7
35351,10,35328,7
35352,10,35328,7
35353,10,35328,7
162150,10,35328,7
162157,10,35328,7
162154,10,35328,7
162152,10,35328,7
162155,10,35328,7
18099,11,35328,7
162158,11,35328,7
162159,11,35328,7
35355,11,35328,7
162160,11,35328,7
18100,11,35328,7
35356,11,35328,7
35357,11,35328,7
18101,11,35328,7
162161,11,35328,7
18102,11,35328,7
35358,11,35328,7
18103,11,35328,7
35359,11,35328,7
35360,11,35328,7
18104,11,35328,7
35361,11,35328,7
18105,11,35328,7
35362,11,35328,7
35363,11,35328,7
35364,11,35328,7
35365,11,35328,7
18106,11,35328,7
35366,11,35328,7
162162,11,35328,7
35367,11,35328,7
35368,11,35328,7
162163,11,35328,7
18107,11,35328,7
35369,11,35328,7
35370,11,35328,7
162164,11,35328,7
18108,11,35328,7
162165,11,35328,7
18109,11,35328,7
162166,11,35328,7
18111,11,35328,7
35371,11,35328,7
35372,11,35328,7
35373,11,35328,7
35374,11,35328,7
35375,11,35328,7
18112,11,35328,7
35376,11,35328,7
35377,11,35328,7
162167,11,35328,7
162168,11,35328,7
162169,11,35328,7
18113,11,35328,7
162170,11,35328,7
162171,11,35328,7
162172,11,35328,7
162173,11,35328,7
162174,11,35328,7
18110,11,35328,7
35378,11,35328,7
18114,11,35328,7
18115,11,35328,7
162175,11,35328,7
162176,11,35328,7
162177,11,35328,7
162199,11,35328,7
162201,11,35328,7
162178,11,35328,7
162200,11,35328,7
162192,11,35328,7
162190,11,35328,7
162202,11,35328,7
162194,11,35328,7
162191,11,35328,7
162203,11,35328,7
162193,11,35328,7
35380,12,35328,7
35381,12,35328,7
35382,12,35328,7
18116,12,35328,7
18117,12,35328,7
18118,12,35328,7
35383,12,35328,7
35384,12,35328,7
35385,12,35328,7
18119,12,35328,7
35386,12,35328,7
162204,12,35328,7
35387,12,35328,7
35388,12,35328,7
162205,12,35328,7
35389,12,35328,7
35390,12,35328,7
35391,12,35328,7
35392,12,35328,7
35393,12,35328,7
162206,12,35328,7
162207,12,35328,7
35394,12,35328,7
35395,12,35328,7
35396,12,35328,7
18120,12,35328,7
35397,12,35328,7
162208,12,35328,7
35398,12,35328,7
18121,12,35328,7
35399,12,35328,7
18122,12,35328,7
162209,12,35328,7
35400,12,35328,7
35401,12,35328,7
35402,12,35328,7
18123,12,35328,7
162210,12,35328,7
35403,12,35328,7
35404,12,35328,7
35405,12,35328,7
162211,12,35328,7
162212,12,35328,7
35406,12,35328,7
162213,12,35328,7
35407,12,35328,7
162214,12,35328,7
35408,12,35328,7
35409,12,35328,7
162215,12,35328,7
35410,12,35328,7
162216,12,35328,7
35411,12,35328,7
35412,12,35328,7
162217,12,35328,7
18124,12,35328,7
18125,12,35328,7
162218,12,35328,7
18126,12,35328,7
35413,12,35328,7
35414,12,35328,7
18127,12,35328,7
35415,12,35328,7
35416,12,35328,7
35417,12,35328,7
35418,12,35328,7
35419,12,35328,7
35420,12,35328,7
35421,12,35328,7
162219,12,35328,7
35422,12,35328,7
18128,12,35328,7
18129,12,35328,7
162220,12,35328,7
18130,12,35328,7
162221,12,35328,7
162222,12,35328,7
162232,12,35328,7
162241,12,35328,7
162233,12,35328,7
162223,12,35328,7
162242,12,35328,7
162234,12,35328,7
35424,12,35328,7
35425,13,35328,7
35426,13,35328,7
35427,13,35328,7
35428,13,35328,7
35429,13,35328,7
35430,13,35328,7
18132,13,35328,7
18133,13,35328,7
18134,13,35328,7
18135,13,35328,7
162243,13,35328,7
18136,13,35328,7
162244,13,35328,7
162245,13,35328,7
162246,13,35328,7
35431,13,35328,7
35432,13,35328,7
35433,13,35328,7
35434,13,35328,7
162247,13,35328,7
162248,13,35328,7
162249,13,35328,7
35435,13,35328,7
162250,13,35328,7
35436,13,35328,7
35437,13,35328,7
35438,13,35328,7
18137,13,35328,7
35439,13,35328,7
18138,13,35328,7
162251,13,35328,7
35440,13,35328,7
35441,13,35328,7
162252,13,35328,7
162253,13,35328,7
162254,13,35328,7
18139,13,35328,7
35442,13,35328,7
35443,13,35328,7
35444,13,35328,7
35445,13,35328,7
162255,13,35328,7
162256,13,35328,7
162257,13,35328,7
162258,13,35328,7
35446,13,35328,7
35447,13,35328,7
162259,13,35328,7
162260,13,35328,7
35448,13,35328,7
162261,13,35328,7
35449,13,35328,7
162262,13,35328,7
35450,13,35328,7
35451,13,35328,7
35452,13,35328,7
35453,13,35328,7
35454,13,35328,7
162263,13,35328,7
162264,13,35328,7
35455,13,35328,7
35456,13,35328,7
35457,13,35328,7
35458,13,35328,7
35459,13,35328,7
35460,13,35328,7
35461,13,35328,7
35462,13,35328,7
35463,13,35328,7
162265,13,35328,7
18140,13,35328,7
162266,13,35328,7
162267,13,35328,7
162268,13,35328,7
162269,13,35328,7
162270,13,35328,7
162271,13,35328,7
162272,13,35328,7
35464,13,35328,7
162273,13,35328,7
162290,13,35328,7
162291,13,35328,7
162282,13,35328,7
162288,13,35328,7
162283,13,35328,7
162289,13,35328,7
162281,13,35328,7
162292,14,35328,7
35467,14,35328,7
35468,14,35328,7
35469,14,35328,7
18141,14,35328,7
18142,14,35328,7
162293,14,35328,7
18143,14,35328,7
35470,14,35328,7
35471,14,35328,7
35472,14,35328,7
35473,14,35328,7
18144,14,35328,7
162294,14,35328,7
35474,14,35328,7
35475,14,35328,7
35476,14,35328,7
35477,14,35328,7
35478,14,35328,7
162295,14,35328,7
35479,14,35328,7
162296,14,35328,7
18145,14,35328,7
162297,14,35328,7
162298,14,35328,7
18146,14,35328,7
35480,14,35328,7
35481,14,35328,7
162299,14,35328,7
162300,14,35328,7
35482,14,35328,7
35483,14,35328,7
35484,14,35328,7
162301,14,35328,7
35485,14,35328,7
35486,14,35328,7
162302,14,35328,7
162303,14,35328,7
35487,14,35328,7
35488,14,35328,7
35489,14,35328,7
18147,14,35328,7
35490,14,35328,7
162304,14,35328,7
35491,14,35328,7
162305,14,35328,7
18148,14,35328,7
35492,14,35328,7
18149,14,35328,7
162306,14,35328,7
35493,14,35328,7
162307,14,35328,7
35494,14,35328,7
35495,14,35328,7
35496,14,35328,7
35497,14,35328,7
35498,14,35328,7
162308,14,35328,7
18150,14,35328,7
162309,14,35328,7
162310,14,35328,7
162311,14,35328,7
162312,14,35328,7
162313,14,35328,7
162314,14,35328,7
35499,14,35328,7
162339,14,35328,7
162335,14,35328,7
162340,14,35328,7
162333,14,35328,7
162334,14,35328,7
162315,14,35328,7
35500,14,35328,7
162329,14,35328,7
162341,14,35328,7
162336,14,35328,7
162327,14,35328,7
162328,14,35328,7
162337,14,35328,7
18151,14,35328,7
18152,14,35328,7
18153,15,35328,7
18154,15,35328,7
18155,15,35328,7
162342,15,35328,7
35503,15,35328,7
35504,15,35328,7
162343,15,35328,7
35505,15,35328,7
35506,15,35328,7
35507,15,35328,7
162344,15,35328,7
162345,15,35328,7
18156,15,35328,7
35508,15,35328,7
35509,15,35328,7
162346,15,35328,7
35510,15,35328,7
35511,15,35328,7
35512,15,35328,7
18157,15,35328,7
162347,15,35328,7
35513,15,35328,7
35514,15,35328,7
18158,15,35328,7
35515,15,35328,7
35516,15,35328,7
35517,15,35328,7
18159,15,35328,7
35518,15,35328,7
35519,15,35328,7
18160,15,35328,7
35520,15,35328,7
162348,15,35328,7
162349,15,35328,7
35521,15,35328,7
18161,15,35328,7
35522,15,35328,7
162350,15,35328,7
18162,15,35328,7
162351,15,35328,7
35523,15,35328,7
162352,15,35328,7
35524,15,35328,7
35525,15,35328,7
162353,15,35328,7
35526,15,35328,7
18163,15,35328,7
162354,15,35328,7
162355,15,35328,7
162356,15,35328,7
162357,15,35328,7
162358,15,35328,7
35527,15,35328,7
162359,15,35328,7
35528,15,35328,7
35529,15,35328,7
162360,15,35328,7
35530,15,35328,7
162361,15,35328,7
35531,15,35328,7
162362,15,35328,7
162363,15,35328,7
35532,15,35328,7
35533,15,35328,7
35534,15,35328,7
162364,15,35328,7
162365,15,35328,7
18164,15,35328,7
35535,15,35328,7
35536,15,35328,7
35537,15,35328,7
162366,15,35328,7
35538,15,35328,7
35539,15,35328,7
35540,15,35328,7
35541,15,35328,7
35542,15,35328,7
18165,15,35328,7
35543,15,35328,7
162367,15,35328,7
162368,15,35328,7
162369,15,35328,7
35544,15,35328,7
162370,15,35328,7
18166,15,35328,7
18167,15,35328,7
162371,15,35328,7
162372,15,35328,7
162373,15,35328,7
162374,15,35328,7
35545,15,35328,7
162375,15,35328,7
162398,15,35328,7
162399,15,35328,7
162401,15,35328,7
162386,15,35328,7
162400,15,35328,7
162397,15,35328,7
162376,15,35328,7
162388,15,35328,7
18168,15,35328,7
35546,15,35328,7
162394,15,35328,7
162390,15,35328,7
162395,15,35328,7
162387,15,35328,7
162385,15,35328,7
162396,15,35328,7
162384,15,35328,7
162402,15,35328,7
162389,15,35328,7
35561,15,35328,7
162403,16,35328,7
162404,16,35328,7
162405,16,35328,7
35547,16,35328,7
35548,16,35328,7
162406,16,35328,7
162407,16,35328,7
162408,16,35328,7
162409,16,35328,7
35549,16,35328,7
35550,16,35328,7
35551,16,35328,7
162410,16,35328,7
162411,16,35328,7
35552,16,35328,7
162412,16,35328,7
35553,16,35328,7
35554,16,35328,7
162413,16,35328,7
162414,16,35328,7
35555,16,35328,7
35556,16,35328,7
18169,16,35328,7
35557,16,35328,7
35558,16,35328,7
162415,16,35328,7
162416,16,35328,7
35559,16,35328,7
35560,16,35328,7
18170,16,35328,7
162417,16,35328,7
35562,16,35328,7
35563,16,35328,7
162418,16,35328,7
35564,16,35328,7
35565,16,35328,7
35566,16,35328,7
35567,16,35328,7
18171,16,35328,7
35568,16,35328,7
18172,16,35328,7
35569,16,35328,7
162419,16,35328,7
35570,16,35328,7
35571,16,35328,7
35572,16,35328,7
35573,16,35328,7
35574,16,35328,7
162420,16,35328,7
35575,16,35328,7
162421,16,35328,7
35576,16,35328,7
162422,16,35328,7
162423,16,35328,7
35577,16,35328,7
35578,16,35328,7
162424,16,35328,7
35579,16,35328,7
35580,16,35328,7
162425,16,35328,7
35581,16,35328,7
35582,16,35328,7
162426,16,35328,7
35583,16,35328,7
18173,16,35328,7
35584,16,35328,7
35585,16,35328,7
162427,16,35328,7
35586,16,35328,7
162428,16,35328,7
162429,16,35328,7
162430,16,35328,7
162431,16,35328,7
162432,16,35328,7
162433,16,35328,7
162434,16,35328,7
162435,16,35328,7
162436,16,35328,7
162437,16,35328,7
162438,16,35328,7
162452,16,35328,7
162455,16,35328,7
162454,16,35328,7
162439,16,35328,7
162453,16,35328,7
162451,16,35328,7
132124,17,35328,7
35588,17,35328,7
35589,17,35328,7
